Lookup (for Uploader),Trade,Precon System,Operations System,Title,Drawing Abbreviation,Precon Tag,System Type ID,Asset Category,Equip Name ID,Sub System Type,Sub System ID,Sub System Class,Class ID,Equipment Size,Unit,Asset ID,Notes,Service ID,Service Life
PumpSteamFeedwater350,PF,Steam Boiler Plant,Steam,Feedwater Systems w/Pumps,nan,nan,H,Pump,PMP,Steam,STM,Feedwater,FDW,350.0,GAL,H-PMP-STM-FDW-350,,HPMPSTMFDW,15
PumpSteamFeedwater500,PF,Steam Boiler Plant,Steam,Feedwater Systems w/Pumps,nan,nan,H,Pump,PMP,Steam,STM,Feedwater,FDW,500.0,GAL,H-PMP-STM-FDW-500,,HPMPSTMFDW,15
PumpSump PumpDuplex10,PL,Sanitary Equipment,Sanitary Waste,Elevator Sump Pump,ESP,ESP,P,Pump,PMP,Sump Pump,SP,Duplex,DPX,10.0,HP,P-PMP-SP-DPX-10,,PPMPSPDPX,10
PumpSump PumpDuplex2,PL,Sanitary Equipment,Sanitary Waste,Elevator Sump Pump,ESP,ESP,P,Pump,PMP,Sump Pump,SP,Duplex,DPX,2.0,HP,P-PMP-SP-DPX-2,,PPMPSPDPX,10
PumpSump PumpSimplex10,PL,Sanitary Equipment,Sanitary Waste,Elevator Sump Pump,ESP,ESP,P,Pump,PMP,Sump Pump,SP,Simplex,SPX,10.0,HP,P-PMP-SP-SPX-10,,PPMPSPSPX,10
PumpSump PumpSimplex2,PL,Sanitary Equipment,Sanitary Waste,Elevator Sump Pump,ESP,ESP,P,Pump,PMP,Sump Pump,SP,Simplex,SPX,2.0,HP,P-PMP-SP-SPX-2,,PPMPSPSPX,10
PumpVertical TurbineAll10,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,10.0,HP,H-PMP-VT--10,,HPMPVT,20
PumpVertical TurbineAll100,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,100.0,HP,H-PMP-VT--100,,HPMPVT,20
PumpVertical TurbineAll25,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,25.0,HP,H-PMP-VT--25,,HPMPVT,20
PumpVertical TurbineAll40,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,40.0,HP,H-PMP-VT--40,,HPMPVT,20
PumpVertical TurbineAll50,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,50.0,HP,H-PMP-VT--50,,HPMPVT,20
PumpVertical TurbineAll60,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,60.0,HP,H-PMP-VT--60,,HPMPVT,20
PumpVertical TurbineAll75,PF,"Chiller Plant, Cooling Tower Plant, Hot Water Boiler Plant","Chilled, Condenser, Heating Water",Hydronic Pump,CHWP,CHWP,H,Pump,PMP,Vertical Turbine,VT,All,nan,75.0,HP,H-PMP-VT--75,,HPMPVT,20
Radiant PanelElectricCeiling Mounted100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Radiant Panel,RP,Electric,ELE,Ceiling Mounted,CLG,100.0,MBH,H-RP-ELE-CLG-100,,HRP,10
Radiant PanelElectricCeiling Mounted50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Radiant Panel,RP,Electric,ELE,Ceiling Mounted,CLG,50.0,MBH,H-RP-ELE-CLG-50,,HRP,10
Radiant PanelHot WaterCeiling Mounted100,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Radiant Panel,RP,Hot Water,HW,Ceiling Mounted,CLG,100.0,MBH,H-RP-HW-CLG-100,,HRP,20
Radiant PanelHot WaterCeiling Mounted50,PF,Air Handling System Terminal Equipment,Terminal Equipment,Radiant Panel,RP,RP,H,Radiant Panel,RP,Hot Water,HW,Ceiling Mounted,CLG,50.0,MBH,H-RP-HW-CLG-50,,HRP,20
Return Air UnitIndoorPackaged10000,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Return Air Unit,RAU,Indoor,IND,Packaged,PKG,10000.0,CFM,H-RAU-IND-PKG-10000,,HAHUOTHPKG,20
Return Air UnitIndoorPackaged20000,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Return Air Unit,RAU,Indoor,IND,Packaged,PKG,20000.0,CFM,H-RAU-IND-PKG-20000,,HAHUOTHPKG,20
Return Air UnitIndoorPackaged40000,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Return Air Unit,RAU,Indoor,IND,Packaged,PKG,40000.0,CFM,H-RAU-IND-PKG-40000,,HAHUOTHPKG,20
Return Air UnitIndoorPackaged5000,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Return Air Unit,RAU,Indoor,IND,Packaged,PKG,5000.0,CFM,H-RAU-IND-PKG-5000,,HAHUOTHPKG,20
Return Air UnitIndoorPackaged60000,SM,Air Handling Units,Air Handling Units,Return Air Unit,RAU,AHU,H,Return Air Unit,RAU,Indoor,IND,Packaged,PKG,60000.0,CFM,H-RAU-IND-PKG-60000,,HAHUOTHPKG,20
"Roof Top UnitChilled Water, Heating WaterCustom120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,120.0,TONS,H-RTU-CHW-CST-120,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,15.0,TONS,H-RTU-CHW-CST-15,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,150.0,TONS,H-RTU-CHW-CST-150,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,30.0,TONS,H-RTU-CHW-CST-30,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,5.0,TONS,H-RTU-CHW-CST-5,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,60.0,TONS,H-RTU-CHW-CST-60,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterCustom90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Custom,CST,90.0,TONS,H-RTU-CHW-CST-90,,HRTUCHWCST,20
"Roof Top UnitChilled Water, Heating WaterPackaged120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,120.0,TONS,H-RTU-CHW-PKG-120,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,15.0,TONS,H-RTU-CHW-PKG-15,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,150.0,TONS,H-RTU-CHW-PKG-150,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,200.0,TONS,H-RTU-CHW-PKG-200,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,200.0,TONS,H-RTU-CHW-PKG-200,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,30.0,TONS,H-RTU-CHW-PKG-30,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,5.0,TONS,H-RTU-CHW-PKG-5,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,60.0,TONS,H-RTU-CHW-PKG-60,,HRTUCHWPKG,20
"Roof Top UnitChilled Water, Heating WaterPackaged90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"Chilled Water, Heating Water",CHW,Packaged,PKG,90.0,TONS,H-RTU-CHW-PKG-90,,HRTUCHWPKG,20
"Roof Top UnitDX, Gas-FiredCustom120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,120.0,TONS,H-RTU-DXG-CST-120,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,15.0,TONS,H-RTU-DXG-CST-15,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,150.0,TONS,H-RTU-DXG-CST-150,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,200.0,TONS,H-RTU-DXG-CST-200,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,30.0,TONS,H-RTU-DXG-CST-30,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,5.0,TONS,H-RTU-DXG-CST-5,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,60.0,TONS,H-RTU-DXG-CST-60,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredCustom90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Custom,CST,90.0,TONS,H-RTU-DXG-CST-90,,HRTUDXGCST,15
"Roof Top UnitDX, Gas-FiredPackaged120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,120.0,TONS,H-RTU-DXG-PKG-120,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,15.0,TONS,H-RTU-DXG-PKG-15,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,150.0,TONS,H-RTU-DXG-PKG-150,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,200.0,TONS,H-RTU-DXG-PKG-200,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,30.0,TONS,H-RTU-DXG-PKG-30,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,5.0,TONS,H-RTU-DXG-PKG-5,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,60.0,TONS,H-RTU-DXG-PKG-60,,HRTUDXGPKG,15
"Roof Top UnitDX, Gas-FiredPackaged90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Gas-Fired",DXG,Packaged,PKG,90.0,TONS,H-RTU-DXG-PKG-90,,HRTUDXGPKG,15
"Roof Top UnitDX, Heating WaterCustom120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,120.0,TONS,H-RTU-DXH-CST-120,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,15.0,TONS,H-RTU-DXH-CST-15,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,150.0,TONS,H-RTU-DXH-CST-150,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,200.0,TONS,H-RTU-DXH-CST-200,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,30.0,TONS,H-RTU-DXH-CST-30,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,5.0,TONS,H-RTU-DXH-CST-5,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,60.0,TONS,H-RTU-DXH-CST-60,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterCustom90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Custom,CST,90.0,TONS,H-RTU-DXH-CST-90,,HRTUDXHCST,15
"Roof Top UnitDX, Heating WaterPackaged120",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,120.0,TONS,H-RTU-DXH-PKG-120,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged15",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,15.0,TONS,H-RTU-DXH-PKG-15,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged150",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,150.0,TONS,H-RTU-DXH-PKG-150,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged200",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,200.0,TONS,H-RTU-DXH-PKG-200,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged30",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,30.0,TONS,H-RTU-DXH-PKG-30,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged5",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,5.0,TONS,H-RTU-DXH-PKG-5,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged60",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,60.0,TONS,H-RTU-DXH-PKG-60,,HRTUDXHPKG,15
"Roof Top UnitDX, Heating WaterPackaged90",SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,"DX, Heating Water",DXH,Packaged,PKG,90.0,TONS,H-RTU-DXH-PKG-90,,HRTUDXHPKG,15
Roof Top UnitHeat PumpPackaged120,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,120.0,TONS,H-RTU-HP-PKG-120,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged15,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,15.0,TONS,H-RTU-HP-PKG-15,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged150,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,150.0,TONS,H-RTU-HP-PKG-150,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged200,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,200.0,TONS,H-RTU-HP-PKG-200,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged30,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,30.0,TONS,H-RTU-HP-PKG-30,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged5,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,5.0,TONS,H-RTU-HP-PKG-5,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged60,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,60.0,TONS,H-RTU-HP-PKG-60,,HRTUHPPKG,15
Roof Top UnitHeat PumpPackaged90,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Heat Pump,HP,Packaged,PKG,90.0,TONS,H-RTU-HP-PKG-90,,HRTUHPPKG,15
Roof Top UnitOtherCustom120,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,120.0,TONS,H-RTU-OTH-CST-120,,HRTUOTHCST,15
Roof Top UnitOtherCustom15,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,15.0,TONS,H-RTU-OTH-CST-15,,HRTUOTHCST,15
Roof Top UnitOtherCustom150,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,150.0,TONS,H-RTU-OTH-CST-150,,HRTUOTHCST,15
Roof Top UnitOtherCustom200,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,200.0,TONS,H-RTU-OTH-CST-200,,HRTUOTHCST,15
Roof Top UnitOtherCustom30,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,30.0,TONS,H-RTU-OTH-CST-30,,HRTUOTHCST,15
Roof Top UnitOtherCustom5,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,5.0,TONS,H-RTU-OTH-CST-5,,HRTUOTHCST,15
Roof Top UnitOtherCustom60,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,60.0,TONS,H-RTU-OTH-CST-60,,HRTUOTHCST,15
Roof Top UnitOtherCustom90,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Custom,CST,90.0,TONS,H-RTU-OTH-CST-90,,HRTUOTHCST,15
Roof Top UnitOtherPackaged120,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,120.0,TONS,H-RTU-OTH-PKG-120,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged15,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,15.0,TONS,H-RTU-OTH-PKG-15,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged150,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,150.0,TONS,H-RTU-OTH-PKG-150,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged200,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,200.0,TONS,H-RTU-OTH-PKG-200,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged30,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,30.0,TONS,H-RTU-OTH-PKG-30,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged5,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,5.0,TONS,H-RTU-OTH-PKG-5,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged60,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,60.0,TONS,H-RTU-OTH-PKG-60,,HRTUOTHPKG,15
Roof Top UnitOtherPackaged90,SM,Air Handling Units,Air Handling Units,Roof Top Unit,RTU,RTU,H,Roof Top Unit,RTU,Other,OTH,Packaged,PKG,90.0,TONS,H-RTU-OTH-PKG-90,,HRTUOTHPKG,15
Sand/Oil InterceptorSand/Oil InterceptorAll1000,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,TNK,Sand/Oil Interceptor,SOI,All,nan,1000.0,GPM,P-TNK-SOI--1000,,PTNKINT,20
Sand/Oil InterceptorSand/Oil InterceptorAll200,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,TNK,Sand/Oil Interceptor,SOI,All,nan,200.0,GPM,P-TNK-SOI--200,,PTNKINT,20
Sand/Oil InterceptorSand/Oil InterceptorAll500,PL,Sanitary Equipment,Sanitary Waste,Sand/Oil Interceptor,SOI,SOI,P,Sand/Oil Interceptor,TNK,Sand/Oil Interceptor,SOI,All,nan,500.0,GPM,P-TNK-SOI--500,,PTNKINT,20
TankAcid NeutralizationAll2,PL,Sanitary Equipment,Sanitary Waste,Acid Neutralization Tank,ANT,Other,P,Tank,TNK,Acid Neutralization,NEU,All,nan,2.0,INCHES,P-TNK-NEU--2,,PTNKNEU,15
TankAcid NeutralizationAll4,PL,Sanitary Equipment,Sanitary Waste,Acid Neutralization Tank,ANT,Other,P,Tank,TNK,Acid Neutralization,NEU,All,nan,4.0,INCHES,P-TNK-NEU--4,,PTNKNEU,15
TankAcid NeutralizationAll6,PL,Sanitary Equipment,Sanitary Waste,Acid Neutralization Tank,ANT,Other,P,Tank,TNK,Acid Neutralization,NEU,All,nan,6.0,INCHES,P-TNK-NEU--6,,PTNKNEU,15
"TankDomestic Water, No HXStorage, Above Ground120",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,120.0,GAL,P-TNK-DW-AG-120,,nan,20
"TankDomestic Water, No HXStorage, Above Ground150",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,150.0,GAL,P-TNK-DW-AG-150,,nan,20
"TankDomestic Water, No HXStorage, Above Ground200",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,200.0,GAL,P-TNK-DW-AG-200,,nan,20
"TankDomestic Water, No HXStorage, Above Ground25",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,25.0,GAL,P-TNK-DW-AG-25,,nan,20
"TankDomestic Water, No HXStorage, Above Ground250",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,250.0,GAL,P-TNK-DW-AG-250,,nan,20
"TankDomestic Water, No HXStorage, Above Ground300",PL,Domestic Water Plant,Domestic Water,Storage Tank,ST,Other,P,Tank,TNK,"Domestic Water, No HX",DW,"Storage, Above Ground",AG,300.0,GAL,P-TNK-DW-AG-300,,nan,20
